epoch,step,train/loss_epoch,train/loss_step,train/lr,train/tv_epoch,train/tv_step
0,99,,0.14488157629966736,1.485000302636763e-05,,0.14488157629966736
0,199,,0.11290547996759415,2.985000355693046e-05,,0.11290547996759415
0,299,,0.15215028822422028,4.485000317799859e-05,,0.15215028822422028
0,399,,0.0479419082403183,5.985000098007731e-05,,0.0479419082403183
0,499,,0.07668416947126389,7.485000242013484e-05,,0.07668416947126389
0,599,,0.1402984857559204,8.985000022221357e-05,,0.1402984857559204
0,699,,0.10926498472690582,0.0001048500053002499,,0.10926498472690582
0,799,,0.1518150269985199,0.00011985000310232863,,0.1518150269985199
0,899,,0.10542279481887817,0.00013485000818036497,,0.10542279481887817
0,999,,0.16265693306922913,0.0001498500059824437,,0.16265693306922913
0,1099,,0.14150458574295044,0.00016485000378452241,,0.14150458574295044
0,1199,,0.12596185505390167,0.00017985000158660114,,0.12596185505390167
0,1299,,0.011073170229792595,0.00019484999938867986,,0.011073170229792595
0,1399,,0.15536551177501678,0.00020984999719075859,,0.15536551177501678
0,1499,,0.0462508350610733,0.0002248499949928373,,0.0462508350610733
0,1599,,0.11585991084575653,0.00023985000734683126,,0.11585991084575653
0,1699,,0.10423391312360764,0.00025484999059699476,,0.10423391312360764
0,1799,,0.0446302555501461,0.0002698499883990735,,0.0446302555501461
0,1899,,0.08385398983955383,0.0002848499862011522,,0.08385398983955383
0,1999,,0.11436411738395691,0.0002998500131070614,,0.11436411738395691
0,2099,,0.11547527462244034,0.00029999687103554606,,0.11547527462244034
0,2199,,0.046563442796468735,0.00029998732497915626,,0.046563442796468735
0,2299,,0.05320863798260689,0.00029997137608006597,,0.05320863798260689
0,2399,,0.009893201291561127,0.0002999490243382752,,0.009893201291561127
0,2499,,0.0958138257265091,0.00029992026975378394,,0.0958138257265091
0,2599,,0.03249036520719528,0.0002998851123265922,,0.03249036520719528
0,2699,,0.04538598656654358,0.00029984358116053045,,0.04538598656654358
0,2799,,0.027940116822719574,0.00029979561804793775,,0.027940116822719574
0,2899,,0.07026734948158264,0.00029974128119647503,,0.07026734948158264
0,2999,,0.03551163524389267,0.0002996805415023118,,0.03551163524389267
0,3099,,0.0055376398377120495,0.0002996134280692786,,0.0055376398377120495
0,3199,,0.04462144523859024,0.0002995399117935449,,0.04462144523859024
0,3299,,0.05772709101438522,0.00029946002177894115,,0.05772709101438522
0,3399,,0.009033078327775002,0.00029937372892163694,,0.009033078327775002
0,3499,,0.007064563687890768,0.0002992810623254627,,0.007064563687890768
0,3599,,0.07924984395503998,0.0002991820510942489,,0.07924984395503998
0,3699,,0.008627748116850853,0.0002990766370203346,,0.008627748116850853
0,3799,,0.09526365995407104,0.00029896487831138074,,0.09526365995407104
0,3899,,0.040703628212213516,0.0002988467749673873,,0.040703628212213516
0,3999,,0.04606043919920921,0.00029872229788452387,,0.04606043919920921
0,4099,,0.0718306303024292,0.0002985914470627904,,0.0718306303024292
0,4199,,0.08128294348716736,0.0002984542807098478,,0.08128294348716736
0,4299,,0.009117895737290382,0.00029831076972186565,,0.009117895737290382
0,4399,,0.07544976472854614,0.0002981609432026744,,0.07544976472854614
0,4499,,0.007257278077304363,0.00029800477204844356,,0.007257278077304363
0,4599,,0.006135214120149612,0.0002978422853630036,,0.006135214120149612
0,4699,,0.06355202198028564,0.00029767348314635456,,0.06355202198028564
0,4799,,0.1180703341960907,0.00029749839450232685,,0.1180703341960907
0,4899,,0.062462225556373596,0.00029731699032709,,0.062462225556373596
0,4999,,0.09547839313745499,0.00029712929972447455,,0.09547839313745499
0,5099,,0.014041327871382236,0.0002969353517983109,,0.014041327871382236
0,5199,,0.01158745214343071,0.0002967350883409381,,0.01158745214343071
0,5299,,0.007303984835743904,0.00029652859666384757,,0.007303984835743904
0,5399,,0.07177016139030457,0.00029631584766320884,,0.07177016139030457
0,5499,,0.07619374990463257,0.0002960968413390219,,0.07619374990463257
0,5599,,0.06327338516712189,0.0002958715776912868,,0.06327338516712189
0,5699,,0.05525495111942291,0.0002956401149276644,,0.05525495111942291
0,5799,,0.01423097774386406,0.00029540242394432425,,0.01423097774386406
0,5899,,0.18144086003303528,0.0002951585338450968,,0.18144086003303528
0,5999,,0.056904904544353485,0.0002949084446299821,,0.056904904544353485
0,6099,,0.03996940329670906,0.0002946521562989801,,0.03996940329670906
0,6199,,0.01126750186085701,0.00029438972705975175,,0.01126750186085701
0,6299,,0.1558142900466919,0.0002941210987046361,,0.1558142900466919
0,6399,,0.1111997663974762,0.0002938463294412941,,0.1111997663974762
0,6499,,0.08657079190015793,0.0002935654192697257,,0.08657079190015793
0,6599,,0.07175182551145554,0.00029327839729376137,,0.07175182551145554
0,6699,,0.059245385229587555,0.0002929852344095707,,0.059245385229587555
0,6799,,0.007308811414986849,0.0002926859597209841,,0.007308811414986849
0,6899,,0.0663488358259201,0.0002923806314356625,,0.0663488358259201
0,6999,,0.03372843191027641,0.000292069191345945,,0.03372843191027641
0,7099,,0.10488606989383698,0.0002917516976594925,,0.10488606989383698
