epoch,step,train/loss_epoch,train/loss_step,train/lr,train/tv_epoch,train/tv_step
0,99,,0.10413596779108047,1.485000302636763e-05,,0.10413596779108047
0,199,,0.1668299287557602,2.985000355693046e-05,,0.1668299287557602
0,299,,0.18035480380058289,4.485000317799859e-05,,0.18035480380058289
0,399,,0.12199072539806366,5.985000098007731e-05,,0.12199072539806366
0,499,,0.1375160962343216,7.485000242013484e-05,,0.1375160962343216
0,599,,0.13432013988494873,8.985000022221357e-05,,0.13432013988494873
0,699,,0.14435894787311554,0.0001048500053002499,,0.14435894787311554
0,799,,0.1556384265422821,0.00011985000310232863,,0.1556384265422821
0,899,,0.16047002375125885,0.00013485000818036497,,0.16047002375125885
0,999,,0.10036604106426239,0.0001498500059824437,,0.10036604106426239
0,1099,,0.1333332657814026,0.00016485000378452241,,0.1333332657814026
0,1199,,0.09034319221973419,0.00017985000158660114,,0.09034319221973419
0,1299,,0.1216006726026535,0.00019484999938867986,,0.1216006726026535
0,1399,,0.1368466317653656,0.00020984999719075859,,0.1368466317653656
0,1499,,0.17862413823604584,0.0002248499949928373,,0.17862413823604584
0,1599,,0.12261982262134552,0.00023985000734683126,,0.12261982262134552
0,1699,,0.11520948261022568,0.00025484999059699476,,0.11520948261022568
0,1799,,0.16371610760688782,0.0002698499883990735,,0.16371610760688782
0,1899,,0.09210597723722458,0.0002848499862011522,,0.09210597723722458
0,1999,,0.13595813512802124,0.0002998500131070614,,0.13595813512802124
0,2099,,0.12313239276409149,0.00029999687103554606,,0.12313239276409149
0,2199,,0.13033856451511383,0.00029998732497915626,,0.13033856451511383
0,2299,,0.13762973248958588,0.00029997137608006597,,0.13762973248958588
0,2399,,0.10586253553628922,0.0002999490243382752,,0.10586253553628922
0,2499,,0.09607576578855515,0.00029992026975378394,,0.09607576578855515
0,2599,,0.12391936779022217,0.0002998851123265922,,0.12391936779022217
0,2699,,0.09131887555122375,0.00029984358116053045,,0.09131887555122375
0,2799,,0.13737109303474426,0.00029979561804793775,,0.13737109303474426
0,2899,,0.1077023446559906,0.00029974128119647503,,0.1077023446559906
0,2999,,0.15800616145133972,0.0002996805415023118,,0.15800616145133972
0,3099,,0.10197686403989792,0.0002996134280692786,,0.10197686403989792
0,3199,,0.10811656713485718,0.0002995399117935449,,0.10811656713485718
0,3299,,0.0908319428563118,0.00029946002177894115,,0.0908319428563118
0,3399,,0.1153862252831459,0.00029937372892163694,,0.1153862252831459
0,3499,,0.15124976634979248,0.0002992810623254627,,0.15124976634979248
0,3599,,0.15310993790626526,0.0002991820510942489,,0.15310993790626526
0,3699,,0.11487974226474762,0.0002990766370203346,,0.11487974226474762
0,3799,,0.11722907423973083,0.00029896487831138074,,0.11722907423973083
0,3899,,0.09995719790458679,0.0002988467749673873,,0.09995719790458679
0,3999,,0.06564877927303314,0.00029872229788452387,,0.06564877927303314
0,4099,,0.11588479578495026,0.0002985914470627904,,0.11588479578495026
0,4199,,0.10566990077495575,0.0002984542807098478,,0.10566990077495575
0,4299,,0.12981575727462769,0.00029831076972186565,,0.12981575727462769
0,4399,,0.089488685131073,0.0002981609432026744,,0.089488685131073
0,4499,,0.09518039226531982,0.00029800477204844356,,0.09518039226531982
0,4599,,0.02275736629962921,0.0002978422853630036,,0.02275736629962921
0,4699,,0.08602164685726166,0.00029767348314635456,,0.08602164685726166
0,4799,,0.10591129213571548,0.00029749839450232685,,0.10591129213571548
0,4899,,0.09544047713279724,0.00029731699032709,,0.09544047713279724
0,4999,,0.12027237564325333,0.00029712929972447455,,0.12027237564325333
0,5099,,0.12341584265232086,0.0002969353517983109,,0.12341584265232086
0,5199,,0.10993137210607529,0.0002967350883409381,,0.10993137210607529
0,5299,,0.1253228485584259,0.00029652859666384757,,0.1253228485584259
0,5399,,0.052491381764411926,0.00029631584766320884,,0.052491381764411926
0,5499,,0.06106678023934364,0.0002960968413390219,,0.06106678023934364
0,5599,,0.10975862294435501,0.0002958715776912868,,0.10975862294435501
0,5699,,0.08549585938453674,0.0002956401149276644,,0.08549585938453674
0,5799,,0.10856789350509644,0.00029540242394432425,,0.10856789350509644
0,5899,,0.09259247034788132,0.0002951585338450968,,0.09259247034788132
0,5999,,0.139412984251976,0.0002949084446299821,,0.139412984251976
0,6099,,0.11334243416786194,0.0002946521562989801,,0.11334243416786194
0,6199,,0.13389109075069427,0.00029438972705975175,,0.13389109075069427
0,6299,,0.050847768783569336,0.0002941210987046361,,0.050847768783569336
0,6399,,0.04515313357114792,0.0002938463294412941,,0.04515313357114792
0,6499,,0.12007369846105576,0.0002935654192697257,,0.12007369846105576
0,6599,,0.04553927853703499,0.00029327839729376137,,0.04553927853703499
0,6699,,0.10067587345838547,0.0002929852344095707,,0.10067587345838547
0,6799,,0.1292465478181839,0.0002926859597209841,,0.1292465478181839
